cuda_line,cuda_source,sass_addr,sass_text,warp_stall_all,warp_stall_not_issued,sample_count,inst_executed,thread_inst_executed,thread_inst_pred_on,avg_threads,avg_threads_pred_on,divergent_branches,address_space,access_operation,access_size,l1_tag_global,l1_conflicts_nway,l2_sectors_excess,l2_sectors_global,l2_sectors_ideal,l2_evict_policies,l2_hit_evict_first,l2_hit_evict_last,l2_hit_evict_normal,l2_hit_evict_normal_demote,l2_miss_evict_first,l2_miss_evict_normal,stall_barrier,stall_branch_resolving,stall_dispatch,stall_drain,stall_imc,stall_lg,stall_long_sb,stall_math,stall_membar,stall_mio,stall_misc,stall_no_inst,stall_not_selected,stall_selected,stall_short_sb,stall_sleep,stall_tex,stall_wait,stall_barrier_ni,stall_branch_resolving_ni,stall_dispatch_ni,stall_drain_ni,stall_imc_ni,stall_lg_ni,stall_long_sb_ni,stall_math_ni,stall_membar_ni,stall_mio_ni,stall_misc_ni,stall_no_inst_ni,stall_not_selected_ni,stall_selected_ni,stall_short_sb_ni,stall_sleeping_ni,stall_tex_ni,stall_wait_ni
12,for (int k = 0; k < n; k++) {,0x2021551e0,"ISETP.GT.AND P0, PT, R22, RZ, PT",1,0,1,8192,262144,262144,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,for (int k = 0; k < n; k++) {,0x2021551f0,"MOV R34, RZ",1,0,1,8192,262144,262144,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,for (int k = 0; k < n; k++) {,0x202155200,"IMAD.WIDE R6, R0, R7, c[0x0][0x168]",3,1,3,8192,262144,262144,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12,for (int k = 0; k < n; k++) {,0x202155210,@!P0  BRA 0x2021559b0,4,1,4,8192,262144,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12,for (int k = 0; k < n; k++) {,0x202155220,"ISETP.GT.AND P1, PT, R22, 0xc, PT",0,0,0,8192,262144,262144,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,for (int k = 0; k < n; k++) {,0x202155230,"PLOP3.LUT P0, PT, PT, PT, PT, 0x80, 0x0",1,0,1,8192,262144,262144,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,for (int k = 0; k < n; k++) {,0x202155240,@!P1  BRA 0x2021556f0,3,1,3,8192,262144,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12,for (int k = 0; k < n; k++) {,0x202155250,"PLOP3.LUT P0, PT, PT, PT, PT, 0x8, 0x0",0,0,0,8192,262144,262144,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,for (int k = 0; k < n; k++) {,0x202155600,"IADD3 R22, R22, -0x10, RZ",12,0,12,262144,8388608,8388608,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,for (int k = 0; k < n; k++) {,0x202155610,"ISETP.GT.AND P1, PT, R22, 0xc, PT",46,10,46,262144,8388608,8388608,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,6,9,0,0,0,26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
12,for (int k = 0; k < n; k++) {,0x202155620,"UIADD3 UR6, UP0, UR6, 0x40, URZ",6,0,6,262144,8388608,8388608,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,for (int k = 0; k < n; k++) {,0x202155630,"IADD3 R18, R18, 0x10, RZ",7,0,7,262144,8388608,8388608,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,for (int k = 0; k < n; k++) {,0x202155640,"UIADD3.X UR7, URZ, UR7, URZ, UP0, !UPT",28,4,28,262144,8388608,8388608,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
12,for (int k = 0; k < n; k++) {,0x2021556e0,@P1   BRA 0x202155260,10,0,10,262144,8388608,8126464,32,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,for (int k = 0; k < n; k++) {,0x2021556f0,"ISETP.GT.AND P1, PT, R22, 0x4, PT",37,5,37,8192,262144,262144,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
12,for (int k = 0; k < n; k++) {,0x202155700,@!P1  BRA 0x202155990,5,0,5,8192,262144,262144,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,for (int k = 0; k < n; k++) {,0x2021558b0,"UIADD3 UR6, UP0, UR6, 0x20, URZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,for (int k = 0; k < n; k++) {,0x2021558c0,"PLOP3.LUT P0, PT, PT, PT, PT, 0x8, 0x0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,for (int k = 0; k < n; k++) {,0x2021558d0,"IADD3 R18, R18, 0x8, RZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,for (int k = 0; k < n; k++) {,0x2021558e0,"IADD3 R22, R22, -0x8, RZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,for (int k = 0; k < n; k++) {,0x2021558f0,"UIADD3.X UR7, URZ, UR7, URZ, UP0, !UPT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,for (int k = 0; k < n; k++) {,0x2021559a0,@!P0  BRA 0x202155b40,1,0,1,8192,262144,262144,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,for (int k = 0; k < n; k++) {,0x202155a90,"IADD3 R22, R22, -0x4, RZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,for (int k = 0; k < n; k++) {,0x202155aa0,"ISETP.NE.AND P0, PT, R22, RZ, PT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,for (int k = 0; k < n; k++) {,0x202155ab0,"UIADD3 UR6, UP0, UR6, 0x10, URZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,for (int k = 0; k < n; k++) {,0x202155ac0,"IADD3 R18, R18, 0x4, RZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,for (int k = 0; k < n; k++) {,0x202155ad0,"UIADD3.X UR7, URZ, UR7, URZ, UP0, !UPT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,for (int k = 0; k < n; k++) {,0x202155b30,@P0   BRA 0x2021559b0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,for (int k = 0; k < n; k++) {,0x202155b40,"ISETP.NE.AND P0, PT, R20, RZ, PT",0,0,0,8192,262144,262144,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,for (int k = 0; k < n; k++) {,0x202155b50,@!P0  BRA 0x202155c60,4,2,4,8192,262144,262144,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
12,for (int k = 0; k < n; k++) {,0x202155b60,"HFMA2.MMA R5, -RZ, RZ, 0, 2.384185791015625e-07",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,for (int k = 0; k < n; k++) {,0x202155b70,"IADD3 R2, R21, R18, RZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,for (int k = 0; k < n; k++) {,0x202155b80,"IMAD R4, R18, c[0x0][0x178], R0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,for (int k = 0; k < n; k++) {,0x202155b90,"IMAD.WIDE R2, R2, R5, c[0x0][0x160]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,for (int k = 0; k < n; k++) {,0x202155ba0,"IMAD.WIDE R4, R4, R5, c[0x0][0x168]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,for (int k = 0; k < n; k++) {,0x202155bb0,"MOV R6, R2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,for (int k = 0; k < n; k++) {,0x202155bf0,"IADD3 R20, R20, -0x1, RZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,for (int k = 0; k < n; k++) {,0x202155c00,"IADD3 R6, P1, R6, 0x4, RZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,for (int k = 0; k < n; k++) {,0x202155c10,"ISETP.NE.AND P0, PT, R20, RZ, PT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,for (int k = 0; k < n; k++) {,0x202155c20,"IMAD.WIDE R4, R19, 0x4, R4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,for (int k = 0; k < n; k++) {,0x202155c30,"IADD3.X R3, RZ, R3, RZ, P1, !PT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,for (int k = 0; k < n; k++) {,0x202155c50,@P0   BRA 0x202155bc0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,sum += A[row * n + k] * B[k * n + col];,0x202155260,"MOV R2, UR6",31,8,31,262144,8388608,8388608,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,0,1,0,0,0,14,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
13,sum += A[row * n + k] * B[k * n + col];,0x202155270,"IMAD.WIDE R4, R19, 0x4, R6",9,0,9,262144,8388608,8388608,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,sum += A[row * n + k] * B[k * n + col];,0x202155280,"MOV R3, UR7",13,0,13,262144,8388608,8388608,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,sum += A[row * n + k] * B[k * n + col];,0x202155290,"LDG.E R35, [R6.64]",823,474,823,262144,8388608,8388608,32,32,0,0,0,32,262144,0,0,524288,524288,0,0,0,0,0,0,0,0,0,78,0,0,586,0,0,0,2,0,0,152,5,0,0,0,0,0,0,39,0,0,433,0,0,0,2,0,0,0,0,0,0,0,0
13,sum += A[row * n + k] * B[k * n + col];,0x2021552a0,"IMAD.WIDE R2, R21, 0x4, R2",56,11,56,262144,8388608,8388608,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,7,11,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
13,sum += A[row * n + k] * B[k * n + col];,0x2021552b0,"LDG.E R27, [R4.64]",1579,859,1579,262144,8388608,8388608,32,32,0,0,0,32,262144,0,0,524288,524288,0,0,0,0,0,0,0,0,0,159,0,0,1087,0,0,0,4,0,0,323,6,0,0,0,0,0,0,76,0,0,780,0,0,0,3,0,0,0,0,0,0,0,0
13,sum += A[row * n + k] * B[k * n + col];,0x2021552c0,"LDG.E R36, [R2.64]",1532,825,1532,262144,8388608,8388608,32,32,0,0,0,32,524288,0,0,524288,524288,0,0,0,0,0,0,0,0,0,147,0,0,1031,0,0,0,2,0,0,323,7,0,0,0,22,0,0,80,0,0,736,0,0,0,2,0,0,0,0,0,0,0,7
13,sum += A[row * n + k] * B[k * n + col];,0x2021552d0,"IMAD.WIDE R10, R19, 0x4, R4",6,0,6,262144,8388608,8388608,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,sum += A[row * n + k] * B[k * n + col];,0x2021552e0,"LDG.E R28, [R2.64+0x4]",988,484,988,262144,8388608,8388608,32,32,0,0,0,32,524288,0,0,524288,524288,0,0,0,0,0,0,0,0,0,110,0,0,665,0,0,0,0,0,0,193,2,0,0,0,18,0,0,44,0,0,435,0,0,0,0,0,0,0,0,0,0,0,5
13,sum += A[row * n + k] * B[k * n + col];,0x2021552f0,"IMAD.WIDE R12, R19, 0x4, R10",31,8,31,262144,8388608,8388608,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,9,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
13,sum += A[row * n + k] * B[k * n + col];,0x202155300,"LDG.E R26, [R10.64]",214,118,214,262144,8388608,8388608,32,32,0,0,0,32,262144,0,0,524288,524288,0,0,0,0,0,0,0,0,0,14,0,0,153,0,0,0,1,0,0,40,6,0,0,0,0,0,0,7,0,0,110,0,0,0,1,0,0,0,0,0,0,0,0
13,sum += A[row * n + k] * B[k * n + col];,0x202155310,"LDG.E R25, [R2.64+0x8]",271,138,271,262144,8388608,8388608,32,32,0,0,0,32,524288,0,0,524288,524288,0,0,0,0,0,0,0,0,0,24,0,0,173,0,0,0,1,0,0,50,5,0,0,0,18,0,0,10,0,0,119,0,0,0,0,0,0,0,0,0,0,0,9
13,sum += A[row * n + k] * B[k * n + col];,0x202155320,"LDG.E R24, [R12.64]",216,118,216,262144,8388608,8388608,32,32,0,0,0,32,262144,0,0,524288,524288,0,0,0,0,0,0,0,0,0,15,0,0,146,0,0,0,1,0,0,36,2,0,0,0,16,0,0,6,0,0,100,0,0,0,1,0,0,0,0,0,0,0,11
13,sum += A[row * n + k] * B[k * n + col];,0x202155330,"LDG.E R23, [R2.64+0xc]",222,126,222,262144,8388608,8388608,32,32,0,0,0,32,524288,0,0,524288,524288,0,0,0,0,0,0,0,0,0,16,0,0,148,0,0,0,0,0,0,35,5,0,0,0,18,0,0,9,0,0,105,0,0,0,0,0,0,0,0,0,0,0,12
13,sum += A[row * n + k] * B[k * n + col];,0x202155340,"IMAD.WIDE R16, R19, 0x4, R12",6,0,6,262144,8388608,8388608,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,sum += A[row * n + k] * B[k * n + col];,0x202155350,"LDG.E R30, [R2.64+0x10]",272,147,272,262144,8388608,8388608,32,32,0,0,0,32,524288,0,0,524288,524288,0,0,0,0,0,0,0,0,0,28,0,0,171,0,0,0,0,0,0,54,9,0,0,0,10,0,0,12,0,0,129,0,0,0,0,0,0,0,0,0,0,0,6
13,sum += A[row * n + k] * B[k * n + col];,0x202155360,"IMAD.WIDE R14, R19, 0x4, R16",17,9,17,262144,8388608,8388608,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
13,sum += A[row * n + k] * B[k * n + col];,0x202155370,"LDG.E R29, [R16.64]",161,78,161,262144,8388608,8388608,32,32,0,0,0,32,262144,0,0,524288,524288,0,0,0,0,0,0,0,0,0,16,0,0,105,0,0,0,0,0,0,35,5,0,0,0,0,0,0,7,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0
13,sum += A[row * n + k] * B[k * n + col];,0x202155380,"LDG.E R31, [R2.64+0x14]",240,136,240,262144,8388608,8388608,32,32,0,0,0,32,524288,0,0,524288,524288,0,0,0,0,0,0,0,0,0,12,0,0,142,0,0,0,1,0,0,48,5,0,0,0,32,0,0,4,0,0,113,0,0,0,1,0,0,0,0,0,0,0,18
13,sum += A[row * n + k] * B[k * n + col];,0x202155390,"IMAD.WIDE R8, R19, 0x4, R14",4,0,4,262144,8388608,8388608,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,sum += A[row * n + k] * B[k * n + col];,0x2021553a0,"LDG.E R14, [R14.64]",251,146,251,262144,8388608,8388608,32,32,0,0,0,32,262144,0,0,524288,524288,0,0,0,0,0,0,0,0,0,28,0,0,155,0,0,0,1,0,0,47,3,0,0,0,17,0,0,14,0,0,121,0,0,0,1,0,0,0,0,0,0,0,10
13,sum += A[row * n + k] * B[k * n + col];,0x2021553b0,"IMAD.WIDE R4, R19, 0x4, R8",34,11,34,262144,8388608,8388608,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,5,0,0,0,20,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8
13,sum += A[row * n + k] * B[k * n + col];,0x2021553c0,"LDG.E R32, [R8.64]",134,66,134,262144,8388608,8388608,32,32,0,0,0,32,262144,0,0,524288,524288,0,0,0,0,0,0,0,0,0,6,0,0,100,0,0,0,2,0,0,22,4,0,0,0,0,0,0,3,0,0,62,0,0,0,1,0,0,0,0,0,0,0,0
13,sum += A[row * n + k] * B[k * n + col];,0x2021553d0,"LDG.E R33, [R2.64+0x18]",180,83,180,262144,8388608,8388608,32,32,0,0,0,32,524288,0,0,524288,524288,0,0,0,0,0,0,0,0,0,15,0,0,101,0,0,0,0,0,0,38,9,0,0,0,17,0,0,10,0,0,66,0,0,0,0,0,0,0,0,0,0,0,7
13,sum += A[row * n + k] * B[k * n + col];,0x202155400,"IMAD.WIDE R10, R19, 0x4, R6",23,11,23,262144,8388608,8388608,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
13,sum += A[row * n + k] * B[k * n + col];,0x202155410,"LDG.E R37, [R2.64+0x1c]",109,61,109,262144,8388608,8388608,32,32,0,0,0,32,524288,0,0,524288,524288,0,0,0,0,0,0,0,0,0,8,0,0,70,0,0,0,0,0,0,23,8,0,0,0,0,0,0,6,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0
13,sum += A[row * n + k] * B[k * n + col];,0x202155420,"LDG.E R6, [R6.64]",173,93,173,262144,8388608,8388608,32,32,0,0,0,32,262144,0,0,524288,524288,0,0,0,0,0,0,0,0,0,15,0,0,98,0,0,0,0,0,0,27,5,0,0,0,28,0,0,5,0,0,74,0,0,0,0,0,0,0,0,0,0,0,14
13,sum += A[row * n + k] * B[k * n + col];,0x202155430,"IMAD.WIDE R12, R19, 0x4, R10",10,0,10,262144,8388608,8388608,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,sum += A[row * n + k] * B[k * n + col];,0x202155440,"IMAD.WIDE R16, R19, 0x4, R12",63,19,63,262144,8388608,8388608,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,8,6,0,0,0,42,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
13,sum += A[row * n + k] * B[k * n + col];,0x202155450,"LDG.E R12, [R12.64]",165,83,165,262144,8388608,8388608,32,32,0,0,0,32,262144,0,0,524288,524288,0,0,0,0,0,0,0,0,0,17,0,0,96,0,0,0,0,0,0,37,6,0,0,0,9,0,0,10,0,0,70,0,0,0,0,0,0,0,0,0,0,0,3
13,sum += A[row * n + k] * B[k * n + col];,0x202155460,"IMAD.WIDE R8, R19, 0x4, R16",49,20,49,262144,8388608,8388608,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,3,4,0,0,0,35,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18
13,sum += A[row * n + k] * B[k * n + col];,0x202155480,"LDG.E R16, [R16.64]",173,97,173,262144,8388608,8388608,32,32,0,0,0,32,262144,0,0,524288,524288,0,0,0,0,0,0,0,0,0,15,0,0,89,0,0,0,0,0,0,30,6,0,0,0,33,0,0,9,0,0,74,0,0,0,0,0,0,0,0,0,0,0,14
13,sum += A[row * n + k] * B[k * n + col];,0x202155490,"IMAD.WIDE R4, R19, 0x4, R8",7,0,7,262144,8388608,8388608,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,sum += A[row * n + k] * B[k * n + col];,0x2021554a0,"LDG.E R8, [R8.64]",189,96,189,262144,8388608,8388608,32,32,0,0,0,32,262144,0,0,524288,524288,0,0,0,0,0,0,0,0,0,24,0,0,104,0,0,0,2,0,0,41,7,0,0,0,11,0,0,16,0,0,72,0,0,0,1,0,0,0,0,0,0,0,7
13,sum += A[row * n + k] * B[k * n + col];,0x2021554d0,"LDG.E R35, [R2.64+0x20]",186,112,186,262144,8388608,8388608,32,32,0,0,0,32,524288,0,0,524288,524288,0,0,0,0,0,0,0,0,0,15,0,0,119,0,0,0,1,0,0,26,8,0,0,0,17,0,0,8,0,0,90,0,0,0,1,0,0,0,0,0,0,0,13
